taxonomic lineage,TR2-64-1 (30331),WC-10-1 (22682),TR1-62-2 (47709),TR2-44-2 (44496),WC-30-2 (48512),TR1-52-2 (51427),TR1-42-2 (37339),TR2-24-2 (37425),WC-50-2 (50936),WC-40-2 (41928),WC-35-2 (44988),TR1-32-2 (68201),WC-20-2 (36081),TR2-34-2 (61197),Mel1-3 (48173),Mel1M-2 (46167),Mel2S-3 (41184),Mel3S-1 (59205),Ritt1-3 (33353),Ritt3-3 (32867),Ritt3M-3 (42448)
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Alicyclobacillales;family.Alicyclobacillaceae;genus.Tumebacillus;species.permanentifrigoris,0,0,0,0,0,0,21,2,0,0,0,7,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,14,0,0,0
super kingdom.Bacteria;phylum.Gemmatimonadota;class.Gemmatimonadetes;order.Gemmatimonadales;family.Gemmatimonadaceae;NA;NA,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Corynebacteriales;family.Mycobacteriaceae;genus.Mycobacterium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.Thermomicrobiaceae;genus.Nitrolancea;NA,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Vampirivibrionia;order.Obscuribacterales;family.Obscuribacteraceae;genus.Candidatus_Obscuribacter;NA,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.mle1-27;NA;NA;NA,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Nitrososphaerales;family.Nitrososphaeraceae;genus.Candidatus_Nitrososphaera;NA,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Micrococcales;family.Intrasporangiaceae;genus.Terrabacter;NA,0,0,0,0,0,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Group_1.1c;NA;NA;NA,0,0,0,0,0,0,0,7,0,0,9,0,0,13,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.JG30-KF-AS9;NA;NA,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,0,0,0,0,0,21,0,0,0,0,8,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Elev-1554;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0
super kingdom.Bacteria;phylum.Dependentiae;class.Babeliae;order.Babeliales;family.Babeliaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Polyangiales;family.Polyangiaceae;genus.Pajaroellobacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,14
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Methylovirgula;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Methyloligellaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;NA;NA;NA;NA,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Alicyclobacillales;family.Alicyclobacillaceae;genus.Tumebacillus;species.ginsengisoli,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.GAL15;NA;NA;NA;NA;NA,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Methylomirabilota;class.Methylomirabilia;order.Rokubacteriales;NA;NA;NA,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Solirubrobacterales;family.Solirubrobacteraceae;genus.Conexibacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.FCPS473;NA,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Caulobacterales;family.Caulobacteraceae;genus.Phenylobacterium;NA,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;genus.Nitrobacter;NA,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3;NA;NA;NA;NA,0,0,0,0,0,0,0,0,7,0,16,0,0,0,4,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;class.Clostridia;order.Peptostreptococcales-Tissierellales;family.Family_XI;genus.Anaerococcus;NA,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.JG30-KF-CM45;NA;NA,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Vampirivibrionia;order.Vampirovibrionales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,11
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Burkholderiales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,10,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Hyphomicrobiaceae;genus.Pedomicrobium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Rhizobiaceae;genus.Aminobacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Isosphaerales;family.Isosphaeraceae;NA;NA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Methylovirgula;NA,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Rhizobiaceae;NA;NA,0,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia;order.0319-6G20;NA;NA;NA,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Cytophagales;family.Amoebophilaceae;genus.Candidatus_Amoebophilus;NA,0,0,0,11,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Burkholderiales;family.Oxalobacteraceae;genus.Massilia;NA,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Polyangiales;family.Polyangiaceae;genus.Pajaroellobacter;NA,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Patescibacteria;class.Parcubacteria;order.GW2011-GWA2-46-7;NA;NA;NA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Flavobacteriales;family.Weeksellaceae;genus.Cloacibacterium;NA,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae;order.SBR1031;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.Thermomicrobiaceae;genus.Sphaerobacter;NA,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.WD260;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Acidimicrobiia;order.IMCC26256;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
super kingdom.Bacteria;phylum.GAL15;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Phycisphaerae;order.Tepidisphaerales;family.WD2101_soil_group;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Cytophagales;family.Spirosomaceae;genus.Fibrella;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
super kingdom.Bacteria;phylum.Chloroflexi;class.TK10;NA;NA;NA;NA,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.JG30-KF-CM45;NA;NA,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;NA;NA,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Nitrospirota;class.Nitrospiria;order.Nitrospirales;family.Nitrospiraceae;genus.Nitrospira;NA,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.FCPS473;NA,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Patescibacteria;class.Parcubacteria;order.GW2011-GWA2-46-7;NA;NA;NA,0,0,0,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Burkholderiales;family.Oxalobacteraceae;genus.Massilia;NA,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Acidobacteriales;family.Acidobacteriaceae_(Subgroup_1);genus.Granulicella;NA,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Cyanobacteriia;order.Cyanobacteriales;family.Nostocaceae;genus.Mastigocladopsis_PCC-10914;NA,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Dependentiae;class.Babeliae;order.Babeliales;family.Babeliaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,6,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Elsterales;family.Elsteraceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
super kingdom.Bacteria;phylum.Deinococcota;class.Deinococci;order.Thermales;family.Thermaceae;genus.Meiothermus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Phycisphaerae;order.Tepidisphaerales;family.WD2101_soil_group;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Gammaproteobacteria_Incertae_Sedis;family.Unknown_Family;genus.Acidibacter;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Methylocystis;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Reyranellales;family.Reyranellaceae;genus.Reyranella;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia;order.0319-6G20;NA;NA;NA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;genus.Rhodopseudomonas;NA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Firmicutes;class.Bacilli;order.Alicyclobacillales;family.Alicyclobacillaceae;genus.Alicyclobacillus;NA,0,0,0,3,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Acidobacteriae;order.Subgroup_2;NA;NA;NA,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Gemmatimonadota;class.Gemmatimonadetes;order.Gemmatimonadales;family.Gemmatimonadaceae;genus.Gemmatimonas;NA,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Polyangiales;family.Polyangiaceae;genus.Pajaroellobacter;NA,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Solirubrobacterales;family.Solirubrobacteraceae;genus.Conexibacter;NA,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;NA;NA,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Verrucomicrobiota;class.Verrucomicrobiae;order.Chthoniobacterales;family.Chthoniobacteraceae;NA;NA,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Bosea;NA,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;genus.Craurococcus-Caldovatus;NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;genus.Acidiphilium;NA,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Actinobacteriota;class.Actinobacteria;order.Micrococcales;family.Microbacteriaceae;genus.Rathayibacter;NA,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0
super kingdom.Archaea;phylum.Crenarchaeota;class.Nitrososphaeria;order.Caldiarchaeales;family.Terrestrial_Hot_Spring_Gp(THSCG);NA;NA,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Fimbriimonadia;order.Fimbriimonadales;family.Fimbriimonadaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
super kingdom.Bacteria;phylum.Verrucomicrobiota;class.Verrucomicrobiae;order.Chthoniobacterales;family.Chthoniobacteraceae;genus.Candidatus_Udaeobacter;NA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Beijerinckiaceae;genus.Methylobacterium-Methylorubrum;NA,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.Ktedonobacterales;family.Ktedonobacteraceae;genus.FCPS473;NA,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Acidobacteriota;class.Blastocatellia;order.45597;NA;NA;NA,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Diplorickettsiales;family.Diplorickettsiaceae;genus.Aquicella;NA,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Gammaproteobacteria;order.Pseudomonadales;family.Moraxellaceae;genus.Enhydrobacter;species.aerosaccus,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;genus.Gemmata;NA,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Verrucomicrobiota;class.Chlamydiae;order.Chlamydiales;family.Parachlamydiaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0
super kingdom.Bacteria;phylum.Cyanobacteria;class.Cyanobacteriia;order.Cyanobacteriales;family.Nostocaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,10
super kingdom.Bacteria;phylum.Chloroflexi;class.SHA-26;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
super kingdom.Bacteria;phylum.Patescibacteria;class.Parcubacteria;order.GW2011-GWA2-46-7;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Thermomicrobiales;family.JG30-KF-CM45;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Rhizobiales;family.Xanthobacteraceae;genus.Pseudolabrys;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
super kingdom.Bacteria;phylum.Actinobacteriota;class.Thermoleophilia;order.Gaiellales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae;NA;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Sphingomonadales;family.Sphingomonadaceae;NA;NA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.GAL15;NA;NA;NA;NA;NA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Armatimonadia;order.Armatimonadales;NA;NA;NA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Myxococcota;class.Polyangia;order.Haliangiales;family.Haliangiaceae;genus.Haliangium;NA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;NA;NA;NA;NA;NA;NA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Chthonomonadetes;order.Chthonomonadales;family.Chthonomonadaceae;genus.Chthonomonas;NA,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia;order.Elev-1554;NA;NA;NA,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria;order.B12-WMSP1;NA;NA;NA,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;NA;NA,0,0,0,0,11,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Gemmatales;family.Gemmataceae;NA;NA,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Armatimonadota;class.Armatimonadia;order.Armatimonadales;NA;NA;NA,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia;order.Chitinophagales;family.Chitinophagaceae;NA;NA,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Planctomycetota;class.Planctomycetes;order.Isosphaerales;family.Isosphaeraceae;genus.Aquisphaera;NA,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Proteobacteria;class.Alphaproteobacteria;order.Acetobacterales;family.Acetobacteraceae;NA;NA,0,0,0,0,0,0,8,7,0,0,0,0,0,7,0,0,0,0,0,0,0
